sgRNA	Gene	D0R1	D0R2	IVR1	IVR2	XENOR1	XENOR2	XENOR3	XENOR4	XENOR5
IL11RA_5086	IL11RA	33	0	1638	715	919	8	2378	18	25
CCR5_1906	CCR5	15	14	1110	804	4	7	886	44	216
F5_3443	F5	41	2	1264	549	30	2	182	0	83
YTHDF2_12358	YTHDF2	142	169	1068	593	12	34	46	91	0
TAF1_10683	TAF1	29	13	1175	490	0	13	0	1	0
SCTR_9788	SCTR	5	32	1399	1141	6	57	12622	49	185
LOXL2_6400	LOXL2	30	32	498	707	0	40	74	0	79
TRMT2A_11349	TRMT2A	24	3	1194	652	238	5	18	0	0
KMT2C_6240	KMT2C	49	30	494	309	0	39	2128	1	96
CD86_2073	CD86	20	1	335	55	14	8	0	2	0
GRM5_4390	GRM5	25	22	815	443	803	1	138	0	1
AAVS0064_64	AAVS	50	106	1450	1159	284	131	63	0	6
TRRAP_11556	TRRAP	62	35	831	137	20	3	5601	15	1
TADA1_10636	TADA1	51	59	157	176	0	0	19	0	0
ALOX5_618	ALOX5	22	0	671	777	3	1	0	1224	90
AR_756	AR	88	118	355	183	268	72	0	0	120
FGA_3642	FGA	6	19	542	193	8	307	0	0	26
PROS1_8844	PROS1	36	2	760	567	34	103	0	0	1
SLC6A1_10236	SLC6A1	1	1	1135	1072	0	0	26	9	495
ELP3_3173	ELP3	28	0	922	595	38	8	0	1	1
MED24_6750	MED24	41	1	255	216	0	30	405	3	176
ALKBH7_586	ALKBH7	13	0	505	527	67	0	2	88	1
MAP3K12_6520	MAP3K12	16	1	754	251	318	1	7	292	0
LacZ:1324-1343_LacZ_-_6279	LacZ:1324-1343_LacZ_-	7	1	737	136	0	1	925	13	36
SV2A_10599	SV2A	21	2	514	297	186	8	0	269	13
CCDC101_1851	CCDC101	36	17	642	311	12	10	0	0	2
AMY2A_637	AMY2A	23	85	1235	941	382	820	33	60	91
RPL3_9369	RPL3	17	1	592	61	5	0	0	10	1
FTSJ3_3876	FTSJ3	22	1	387	311	1	1	13	14	14
TBL1Y_10802	TBL1Y	84	59	647	820	22	115	21	0	3
PTGFR_8981	PTGFR	23	2	1122	616	1652	7	315	45	2
TLR9_11030	TLR9	17	1	980	765	2521	1	121	489	715
TNFRSF8_11052	TNFRSF8	21	1	515	135	0	16	5	0	0
PRDM9_8621	PRDM9	26	4	1273	1232	614	40	1671	88	8711
ADORA2B_298	ADORA2B	16	1	639	585	7	65	1526	165	3134
KDM2A_5930	KDM2A	67	56	968	425	0	1	281	0	0
NR3C1_7571	NR3C1	46	67	598	419	0	59	67	0	0
CTR9_2630	CTR9	16	1	956	166	0	9	1	0	0
GRIN3B_4384	GRIN3B	34	1	1607	1090	83	6	435	52	3
NACC2_7401	NACC2	38	2	292	202	0	1	133	0	96
EZH2_3375	EZH2	10	0	1306	630	17	206	502	156	54
CPT2_2522	CPT2	18	0	1184	220	18	0	0	0	6
BEND3_1161	BEND3	31	37	567	320	0	0	0	74	5
SIRT1_10000	SIRT1	8	1	597	162	0	6	0	4	15
MECP2_6732	MECP2	64	92	1161	407	0	0	0	0	1
KDM2A_5895	KDM2A	28	21	1243	1409	117	16	398	54	9
CCKBR_1865	CCKBR	2	4	1225	685	62	0	2	168	864
PRMT6_8793	PRMT6	46	216	265	116	0	0	0	0	0
GLRB_4271	GLRB	13	26	543	524	19	164	675	15709	2
TYMS_11689	TYMS	13	1	1021	820	1	149	65	214	0
BAP1_1072	BAP1	21	51	1006	321	52	93	18	2571	30
CNR2_2460	CNR2	16	48	475	513	5	5	17	0	4
COMT_2477	COMT	28	1	521	411	287	0	356	11	10
BIRC5_1190	BIRC5	12	1	226	91	0	0	0	0	0
HUWE1_4970	HUWE1	48	30	226	15	61	0	2	315	0
HTR6_4942	HTR6	13	1	859	264	3	165	1	0	0
UBE2E1_11762	UBE2E1	28	1	935	897	2	697	0	3	0
MMP11_6950	MMP11	18	0	1047	755	598	28	546	139	2
PPP5C_8532	PPP5C	14	20	760	843	24	2	42	289	11
PRMT6_8749	PRMT6	27	1	285	344	40	5	10	0	1
TRMT2B_11398	TRMT2B	16	33	1134	666	176	14	139	23	13
IFNG_5035	IFNG	41	1	782	463	0	32	0	0	41
MMP16_7002	MMP16	117	50	210	147	13	11	0	0	0
TFB2M_10901	TFB2M	19	0	658	661	14	24	6	0	0
MAP2_6494	MAP2	27	45	2120	1785	83	375	477	366	1556
CYSLTR2_2820	CYSLTR2	30	0	377	162	14	2448	0	0	0
HMGA2_4714	HMGA2	26	3	1992	924	0	9	39	46	20
JADE1_5344	JADE1	13	1	1220	799	2903	202	340	34	116
AAVS0085_85	AAVS	51	21	513	450	19	7	0	0	2
GUCY2C_4462	GUCY2C	10	1	429	361	37	4836	58	2	11
C10orf54_1407	C10orf54	8	1	910	437	37	0	183	124	2
ALKBH5_538	ALKBH5	1	12	633	325	36	0	24	0	0
GLRA3_4260	GLRA3	8	0	750	322	0	17	721	3	1
TRMT1_11209	TRMT1	50	23	961	429	0	12	4177	31	2
KCNE1_5697	KCNE1	13	1	1393	459	0	5	11955	20	3
F7_3455	F7	29	10	742	509	470	1	0	2	442
CCKAR_1859	CCKAR	10	32	736	559	59	1	974	920	427
SLC25A4_10189	SLC25A4	8	1	1688	914	468	1	2947	1754	42
SKP1_10068	SKP1	13	1	646	515	1451	0	115	0	1582
KDM1A_5851	KDM1A	24	1	288	251	18	0	0	0	0
JADE3_5362	JADE3	27	2	1309	1324	17	224	8	1	3
AAVS0048_48	AAVS	44	1	151	0	0	0	0	0	6
AR_802	AR	28	25	426	395	1	0	6	0	0
SIRT3_10025	SIRT3	12	0	733	476	0	0	0	0	1
FTO_3838	FTO	45	2	552	407	5	15	9	1	0
CCNB1_1888	CCNB1	21	0	684	360	0	0	0	79	0
BIRC5_1191	BIRC5	20	1	355	476	343	994	240	1	0
FOLH1_3754	FOLH1	17	2	1407	1083	407	46	152	7	2
CTRL0080_2718	CTRL0080	23	3	871	356	170	1	0	39	5
HRH2_4806	HRH2	18	2	536	622	311	14	0	0	0
KANSL1_5428	KANSL1	30	35	848	622	0	11	13	111	1
MTNR1A_7307	MTNR1A	7	2	873	670	164	0	745	0	0
APEX1_687	APEX1	26	41	1292	915	248	8	148	211	6
GNRHR_4284	GNRHR	39	1	868	470	102	0	116	223	127
LCK_6332	LCK	46	79	345	65	0	0	0	0	148
GABRG1_4057	GABRG1	56	89	1023	275	870	29	46	9	0
PDXK_8154	PDXK	18	0	502	527	0	3	1445	3	5
MMP13_6972	MMP13	26	0	1150	1174	651	191	125	13	2
CYP17A1_2781	CYP17A1	11	1	1633	1029	4102	218	75	12	0
UBE2B_11753	UBE2B	25	13	472	606	1	47	1428	176	62
GAMT_4132	GAMT	23	1	442	319	10	1	0	29	2
MAP2K1_6503	MAP2K1	26	1	526	201	0	100	0	0	55
PLIN3_8356	PLIN3	13	19	2527	1062	250	15	2877	5	569
SUV420H1_10566	SUV420H1	22	2	729	719	1035	33	134	172	3
CD44_2042	CD44	13	0	497	848	112	8	5	1	7
KDM3A_5983	KDM3A	42	2	852	914	1	196	33	30637	58
ENY2_3193	ENY2	14	0	1436	812	4	249	19	1	0
CUL4B_2742	CUL4B	28	2	1040	358	2509	746	720	46	1
BRD4_1287	BRD4	12	2	554	523	1301	4	44	4	1
HIST1H4A_4693	HIST1H4A	22	2	404	299	8	0	161	16	0
FGA_3636	FGA	20	3	823	626	0	345	64	0	9
PSMB9_8910	PSMB9	10	2	620	750	0	0	4	2	1
PDGFRA_8139	PDGFRA	18	3	1574	1191	416	1	262	25	14
TNFSF11_11064	TNFSF11	19	1	902	426	401	7	3311	14	17
AR_771	AR	30	1	1215	544	331	1	505	14	0
IGF1R_5067	IGF1R	18	14	152	33	0	0	0	0	0
AR_700	AR	11	34	1101	861	115	238	26	0	250
SLC18A1_10135	SLC18A1	9	78	833	458	35	42	893	0	25
PRMT6_8767	PRMT6	9	2	524	381	0	7	28	1	1
PDE3A_8035	PDE3A	10	1	543	684	9	0	0	35	1
PBX1_7959	PBX1	30	21	431	984	1	0	32	135	1
USP28_11874	USP28	14	46	1235	564	833	19	906	14	12
XDH_12202	XDH	1	1	816	170	50	2	77	1242	5
MMP19_7018	MMP19	10	0	1193	514	116	100	19	0	1
TUBG1_11668	TUBG1	13	40	393	29	16	0	28	0	1
HTR4_4937	HTR4	9	1	997	449	343	244	41	8	52
ADH1B_243	ADH1B	30	2	1212	601	20	18	95	8	1
TRMT10A_11223	TRMT10A	64	37	1253	626	447	267	1	211	1
ICAM1_4976	ICAM1	17	1	1216	366	0	30	11	0	0
METTL4_6869	METTL4	14	11	1637	727	615	40	41	0	7
ALKBH5_551	ALKBH5	48	38	650	488	504	0	80	8	1729
NFKB1_7454	NFKB1	29	1	958	396	791	229	12	170	18
FTO_3850	FTO	31	30	736	244	120	68	69	1	23163
SDHD_9798	SDHD	1	2	1598	1073	14	29	33	4	2
GRIN3B_4386	GRIN3B	29	1	354	129	8	8	88	0	33
MTA2_7293	MTA2	6	2	462	174	0	10	79	0	1
VPRBP_12028	VPRBP	34	0	181	75	118	37	0	1	0
SETD1B_9854	SETD1B	22	0	242	358	0	0	0	0	0
SUV420H2_10582	SUV420H2	34	114	661	498	81	380	12	1	181
OPRD1_7808	OPRD1	36	37	930	543	21	12	0	4	19
TLR7_11018	TLR7	65	0	539	683	43	0	0	0	29
CDY1_2188	CDY1	47	1	1573	1062	16	9	199	21708	36
GABRA6_3995	GABRA6	12	2	563	496	0	1	0	0	0
TUBA1A_11589	TUBA1A	15	77	508	145	0	43	3	0	0
GABRD_4030	GABRD	27	29	1013	348	161	0	11	1953	1
KDM8_6092	KDM8	15	1	987	447	45	6	11	9	7
GUCY1A2_4459	GUCY1A2	10	2	438	116	0	3	427	0	5
PRLR_8689	PRLR	15	0	359	449	158	4	0	0	1
MMP25_7086	MMP25	26	46	545	174	5	0	10	0	15
MYOD1_7364	MYOD1	26	5	760	689	355	10	0	0	512
NOS3_7516	NOS3	1	1	1171	721	86	172	3	10	38
HTR6_4944	HTR6	25	2	308	403	29	0	769	1	6
SCNN1A_9747	SCNN1A	62	56	1273	650	431	66	13820	49	543
FCGR1B_3554	FCGR1B	27	0	671	277	520	111	1465	7	3
EZH1_3369	EZH1	23	0	807	375	34	2	0	1	1
SUPT3H_10528	SUPT3H	29	43	1041	657	0	45	40	0	1
YTHDC1_12238	YTHDC1	65	0	1217	811	81	4	6	1006	42
GNRHR_4282	GNRHR	30	2	888	1056	26	2	11	6	53
HUWE1_4965	HUWE1	3	0	246	48	0	388	4	399	0
RRM2B_9471	RRM2B	27	1	1036	382	12	4	14	8	1
RNF168_9231	RNF168	37	19	1683	584	141	0	1	483	1
HNRNPA2B1_4750	HNRNPA2B1	23	2	1179	732	329	65	9822	77	2
GLRA3_4267	GLRA3	18	16	1450	478	84	1	755	1	678
BLVRB_1199	BLVRB	44	1	2111	1796	218	304	25	59	4072
USP51_11924	USP51	15	0	521	328	3851	51	0	1	1
HENMT1_4672	HENMT1	36	28	640	308	7	13	143	0	106
VTCN1_12050	VTCN1	14	1	832	762	39	651	674	18	7
PPARG_8494	PPARG	13	1	2289	1038	117	118	32	0	60
C4B_1485	C4B	50	67	225	132	67	1	235	0	0
FCER1A_3524	FCER1A	31	19	372	487	5	10	414	1	2
GAA_3914	GAA	27	0	221	179	2	40	1	0	1
SLC6A8_10270	SLC6A8	25	52	288	353	17	12	24	0	0
TAF1_10682	TAF1	18	1	1443	346	0	448	20	0	2
GRIK1_4318	GRIK1	1	1	804	639	671	426	0	122	144
PTGFR_8976	PTGFR	13	0	1607	945	392	171	243	4	14565
BCL2_1119	BCL2	31	35	2129	994	59	7	236	1	1
GABBR1_3921	GABBR1	33	0	308	290	15	0	245	6	37
JADE3_5365	JADE3	15	2	1153	582	1200	0	0	0	1
PTGS1_9012	PTGS1	28	2	845	409	109	105	111	5	1
GRIK1_4311	GRIK1	19	2	907	674	138	1105	1123	10	27
CD276_1990	CD276	51	112	1346	921	54	157	1301	6	41
HTR2A_4900	HTR2A	28	0	1039	930	512	525	89	1485	10
AVPR2_1059	AVPR2	22	2	777	573	1107	49	268	161	1
PRKCA_8665	PRKCA	14	0	1663	675	0	38	0	993	1
CACNA1A_1604	CACNA1A	34	0	904	673	0	215	16	20	134
ADK_268	ADK	34	2	954	522	0	23	298	1	678
GRIN2C_4356	GRIN2C	8	0	405	457	6	0	1	19	14
USP49_11901	USP49	11	0	1044	178	0	1	0	1	1
TRMT61A_11492	TRMT61A	26	2	960	828	142	6	0	27	7
SMYD3_10374	SMYD3	25	29	3328	1921	2991	770	685	37	11727
SLC5A2_10221	SLC5A2	80	4	710	906	102	220	279	0	123
DBH_2830	DBH	8	133	1760	950	163	61	478	59	658
F7_3447	F7	22	2	921	225	46	3	22	1245	0
SETD6_9882	SETD6	1	2	1144	339	1	2	6	0	0
SLC7A11_10285	SLC7A11	27	0	541	581	37	97	1	334	6
NSD1_7596	NSD1	31	0	415	358	6	0	0	0	0
UBE2U_11785	UBE2U	27	125	382	350	113	255	101	0	5
RXRA_9536	RXRA	1	0	259	246	11	0	0	0	0
ZNF335_12470	ZNF335	29	2	541	218	0	0	0	0	5
EDF1_3046	EDF1	17	1	477	363	0	2	4	0	0
SRC_10425	SRC	24	1	762	311	156	6	0	0	0
PRMT6_8778	PRMT6	3	66	608	687	6	689	1	0	25
POLB_8404	POLB	19	0	558	395	13	8	0	0	14
BAP1_1074	BAP1	12	1	890	541	9465	691	362	2	0
GART_4164	GART	1	15	815	241	5	2	191	24	185
WDR61_12096	WDR61	31	1	276	179	1	2	0	1	0
FTSJ1_3863	FTSJ1	9	24	1334	747	97	15	24	469	3
STAT3_10505	STAT3	23	27	1188	723	74	72	0	17	1
BRCA2_1221	BRCA2	23	0	965	244	283	4	16	0	9
SMS_10342	SMS	34	32	294	125	0	12	64	0	1
F5_3442	F5	52	33	1950	1950	251	14	783	2	3
F5_3444	F5	21	19	218	123	0	0	97	0	1
ALK_453	ALK	19	0	201	57	0	0	0	18	0
ERBB4_3263	ERBB4	14	2	592	782	5	50	65	0	3
USP22_11862	USP22	6	40	111	14	0	0	0	0	0
KDM5B_6032	KDM5B	45	26	389	482	13	14	966	1	1
PLA2G1B_8264	PLA2G1B	1	1	1542	1244	0	21	0	31	2
METTL1_6826	METTL1	30	1	741	443	7	1	0	199	21
SFPQ_9944	SFPQ	56	0	407	62	0	1	11	0	725
SLC18A2_10142	SLC18A2	23	15	982	416	73	0	71	34	3
MMP24_7072	MMP24	15	1	504	153	0	0	0	78	0
ASH1L_869	ASH1L	17	36	1332	411	0	23	0	0	2
SDHD_9797	SDHD	30	43	2049	1064	39	133	1543	3	7
CHRNB4_2381	CHRNB4	15	0	786	744	358	1425	52	0	1253
PSMB1_8862	PSMB1	35	41	116	51	0	0	0	0	0
MAP4_6539	MAP4	14	1	815	552	9	14	8	76	2
THUMPD3_10991	THUMPD3	32	1	1464	732	62	3	0	8	6
MAPK1_6547	MAPK1	3	14	451	48	10	198	17	0	544
USP3_11880	USP3	39	48	372	124	16	19	19	0	3
THUMPD3_10999	THUMPD3	34	4	5066	3720	632	699	853	154	484
TBL1X_10789	TBL1X	1	2	848	883	254	49	609	3	1638
IL2RG_5139	IL2RG	17	0	518	299	1577	7	32	0	34
SIRT6_10045	SIRT6	13	13	230	238	0	0	0	0	0
U2AF1_11733	U2AF1	2	2	708	170	1	36	0	9	9
DHFR_2892	DHFR	73	2	1042	361	58	1	0	51	8
F8_3460	F8	50	142	245	307	6	289	0	0	0
SQLE_10410	SQLE	36	1	843	463	0	1	0	0	5
TAAR1_10617	TAAR1	80	151	370	269	97	0	0	1	27
ALDH2_447	ALDH2	10	0	951	1008	250	963	1	161	2
IGF1R_5059	IGF1R	31	1	533	228	0	7	41	0	1
PDE8B_8128	PDE8B	21	0	608	669	54	0	16	494	0
NSUN2_7628	NSUN2	20	20	719	609	0	3	84	3	0
YTHDC2_12298	YTHDC2	28	72	1026	752	91	9	2	1	1
KDM1B_5878	KDM1B	75	211	2101	1632	67	220	61	114	1
UBE2E1_11764	UBE2E1	57	35	521	425	0	17	6	208	40
WDR74_12109	WDR74	21	1	222	103	13	0	0	0	0
CYP11B1_2771	CYP11B1	20	16	44	0	0	3	0	20	0
VTCN1_12051	VTCN1	28	37	722	66	0	6	0	39	0
P2RY2_7869	P2RY2	24	0	939	562	46	99	80	27	0
KDM2A_5953	KDM2A	16	36	1521	867	298	0	713	137	1
TET3_10863	TET3	18	0	215	90	0	42	7	0	0
LDB1_6345	LDB1	16	2	1241	1134	19	0	6	0	1458
KDM4D_6016	KDM4D	52	23	440	323	0	0	0	0	1
GLRB_4274	GLRB	26	0	685	335	0	26	190	2	16
SIN3A_9981	SIN3A	13	0	1168	304	9	18	101	65	6
EDNRA_3052	EDNRA	19	25	1097	877	1393	0	0	111	3
FN1_3752	FN1	22	0	696	608	120	62	18	4	986
HOPX_4766	HOPX	12	2	429	421	279	43	2065	7	54
RUVBL1_9510	RUVBL1	21	30	433	130	114	0	91	0	11
AR_763	AR	18	16	1562	1212	224	39	30	515	17
ING5_5237	ING5	24	20	803	445	963	1	6	7035	1
YEATS2_12209	YEATS2	29	0	416	162	7	0	12	1	4
CD276_1982	CD276	28	2	1241	964	335	274	23	15	385
AR_803	AR	29	1	511	552	15	28008	312	18	23
CACNA1S_1684	CACNA1S	26	0	1369	769	730	14	166	0	1
MBD3_6690	MBD3	27	0	303	280	0	0	0	0	0
VEGFB_11995	VEGFB	14	2	395	186	74	0	0	0	1
PRMT6_8792	PRMT6	21	12	1632	932	1210	9	874	2	0
PLAUR_8322	PLAUR	22	22	600	158	7	0	9	436	30
SERPINC1_9816	SERPINC1	15	3	385	339	31	0	0	0	0
KAT6A_5490	KAT6A	23	1	1247	541	15	1	73	2312	0
CACNB1_1713	CACNB1	10	1	647	722	704	370	655	1	0
KIT_6203	KIT	20	1	1049	695	0	1	4	0	1
ADH1A_235	ADH1A	30	16	1540	1190	206	8194	115	13	61
TBXA2R_10814	TBXA2R	33	0	420	380	34	3	0	0	1
VTCN1_12052	VTCN1	25	1	209	163	0	0	19	0	5
TRMT2A_11352	TRMT2A	19	2	1048	765	31	12	4594	72	58
CDK4_2122	CDK4	24	2	519	362	0	5	0	8	0
HTR1B_4871	HTR1B	37	1	1109	1247	126	31	2155	6	1154
FCGR3A_3595	FCGR3A	19	27	715	456	537	231	0	0	16
USP21_11857	USP21	13	1	884	603	1	56	0	0	14
CACNA1G_1656	CACNA1G	9	14	0	45	2	0	0	0	0
GHR_4208	GHR	9	40	859	812	2	78	7338	18	25
MAPK3_6574	MAPK3	28	1	423	434	219	2	6	0	2
AR_745	AR	49	76	1017	466	51	0	0	439	1
TFPI_10912	TFPI	5	24	2822	1825	1734	5	2935	38	2875
IMPDH2_5201	IMPDH2	22	21	849	367	16	0	0	4	249
ATXN3L_980	ATXN3L	31	31	364	84	363	172	8	0	75
EYA3_3329	EYA3	32	1	823	515	154	7	43	17	37
BRD1_1243	BRD1	15	2	936	432	0	0	9	19	2
TRMT112_11282	TRMT112	32	1	1010	139	4	31	23	1	1
HDAC7_4633	HDAC7	11	2	1137	761	38	6	163	0	11
CDKAL1_2167	CDKAL1	34	37	623	796	0	1	61	0	0
CDK2_2115	CDK2	15	0	163	123	0	0	0	0	0
PRMT6_8750	PRMT6	13	1	2579	1086	9	114	2406	46	31
TRMT10A_11218	TRMT10A	16	0	584	76	2	139	9	0	116
CENPE_2212	CENPE	21	0	889	420	0	8	67	0	33
LacZ:1445-1464_LacZ_-_6283	LacZ:1445-1464_LacZ_-	27	0	851	676	36	13	1048	6	75
TRMT1L_11338	TRMT1L	22	0	1155	774	1	2	0	1	1
UTY_11941	UTY	30	2	456	146	29	231	68	1	0
KANSL1_5430	KANSL1	22	4	2602	408	3247	2	251	8	5
MEPCE_6761	MEPCE	29	0	535	81	8	1	48	20	4
CARTPT_1809	CARTPT	9	52	7395	4636	7629	2055	6292	1375	449
WHSC1_12148	WHSC1	28	1	494	432	11	2	4	0	1
CALY_1782	CALY	26	110	399	135	9	46	137	0	1
SCN5A_9729	SCN5A	27	44	416	287	0	13	0	0	1
IL5_5167	IL5	6	22	1069	1214	165	198	133	29	6
IRF4_5251	IRF4	11	0	104	100	18	5	0	0	0
POLR1C_8460	POLR1C	6	0	1235	135	0	1031	0	0	43
SMO_10326	SMO	23	43	625	157	58	0	0	0	1
SFPQ_9945	SFPQ	10	2	178	50	2680	88	0	0	0
MTR_7330	MTR	21	4	496	277	43	2	0	0	0
AAVS0098_98	AAVS	11	1	940	874	642	654	378	1115	19
FTSJ3_3867	FTSJ3	33	1	1000	553	25	13	1	0	15
TXNRD1_11672	TXNRD1	19	0	308	80	0	379	0	0	12
GSK3A_4410	GSK3A	5	1	560	204	1	31	2123	9	24
JADE3_5364	JADE3	10	61	261	289	0	0	0	0	18
LEPR_6371	LEPR	31	0	1388	1054	26	11	251	2460	1
KAT6B_5499	KAT6B	14	2	494	330	31	4	645	1	0
ALKBH1_469	ALKBH1	11	1	453	529	372	0	0	0	0
GRIN2B_4348	GRIN2B	2	4	1055	297	40	2	6	19	22
PHF2_8224	PHF2	16	0	1302	1437	0	663	8	9	0
BIRC5_1175	BIRC5	9	2	362	0	1	370	0	0	0
WDR61_12098	WDR61	15	0	419	92	0	10	0	7	1
LPL_6413	LPL	28	38	1894	716	790	2	16	2	1
LEF1_6354	LEF1	26	1	747	873	551	695	3	36	33
GUCY2C_4460	GUCY2C	19	0	618	488	10	244	284	228	2
PPARD_8485	PPARD	11	35	210	289	38	0	0	26	1
AR_816	AR	10	0	1072	251	1572	16	97	126	22
CHRNB4_2379	CHRNB4	13	3	409	354	1	5	1	1	37
METTL4_6867	METTL4	50	2	1357	856	12	2	0	0	5
GNRHR2_4297	GNRHR2	10	0	152	169	0	7	0	6	80
CHRNA4_2353	CHRNA4	20	2	396	237	0	0	0	54	0
RTF1_9504	RTF1	10	0	321	73	0	30	671	7	1
SV2A_10604	SV2A	5	10	398	46	0	150	0	0	0
PRDM7_8595	PRDM7	12	16	790	951	27	29	6	14	0
HTR1B_4869	HTR1B	10	1	281	498	74	42	2993	7	2222
NR3C2_7581	NR3C2	11	2	330	430	0	4	0	0	919
BAZ2A_1095	BAZ2A	15	1	755	300	0	0	0	0	0
WDR75_12121	WDR75	13	1	916	182	33	0	0	47	2
PROS1_8847	PROS1	23	14	1120	692	3	1	10	0	252
FDPS_3614	FDPS	35	1	466	4	12	0	132	0	1
BCOR_1132	BCOR	31	82	3730	1888	448	75	119	77	121
NAA50_7383	NAA50	20	1	419	70	0	0	0	0	2
UGCG_11804	UGCG	12	1	389	315	5	4	0	28	11
YTHDC2_12282	YTHDC2	16	2	478	189	1	336	13	0	1
S1PR5_9582	S1PR5	6	3	2492	1575	0	644	37	69	99
TGS1_10915	TGS1	44	26	53	48	0	0	7	59	0
SV2A_10605	SV2A	40	88	494	104	61	0	81	0	2
GABRR3_4121	GABRR3	8	0	870	753	0	9	5	0	5
MMP26_7091	MMP26	43	72	790	776	129	268	0	0	20
GGCX_4184	GGCX	7	3	840	155	0	1	1	1	1
PLA2G2A_8278	PLA2G2A	21	22	3573	2456	1306	139	1810	4937	210
STAT3_10501	STAT3	23	27	783	365	42	0	2	0	0
PTGER1_8937	PTGER1	14	24	2217	1553	948	49	664	2	105
AR_735	AR	20	1	740	631	14	6	29	15	2
AKR1D1_422	AKR1D1	28	1	663	279	20	26	166	0	2951
NAA60_7392	NAA60	1	0	850	499	55	0	2	503	104
KDM4D_6020	KDM4D	19	27	723	192	44	0	25	87	441
C14orf169_1455	C14orf169	13	0	253	88	3	2	0	5	0
TACR1_10626	TACR1	10	58	1527	1338	0	2	0	0	49
METAP2_6813	METAP2	27	20	1205	558	158	10	160	0	11
CTRL0003_2641	CTRL0003	2	3	418	540	37	128	218	0	0
IL11RA_5078	IL11RA	31	54	901	496	256	825	26	12	4
ITGAL_5293	ITGAL	38	4	233	70	5	0	7	0	0
ITGB3_5327	ITGB3	30	2	225	337	41	2	3	35	1
TFB2M_10896	TFB2M	20	0	355	141	0	22	15	0	0
TRMT61A_11483	TRMT61A	22	1	769	320	70	4	5	1169	0
YTHDF3_12425	YTHDF3	32	10	2250	1141	300	3	31	1	397
TRMT10B_11259	TRMT10B	11	1	671	379	14	493	23	12	297
IRF7_5267	IRF7	26	0	1426	611	183	13	226	39	57
MTNR1A_7301	MTNR1A	42	1	1429	1204	912	9	615	2	162
RNMT_9328	RNMT	42	65	395	525	17	10	1230	101	0
TADA2B_10657	TADA2B	12	0	968	311	18	26	214	8	1
PDE8B_8127	PDE8B	19	0	252	288	0	0	0	119	15
NNMT_7474	NNMT	28	10	648	336	0	2	8	0	80
SALL1_9599	SALL1	2	2	433	435	1440	5	63	0	17443
TRMT12_11298	TRMT12	8	16	1206	635	0	0	3	0	11
KLKB1_6212	KLKB1	34	1	712	361	16	203	106	80	2
KDM4D_6022	KDM4D	24	4	961	510	36	49	40	795	10
DPP4_2960	DPP4	14	3	1379	1110	40	107	2936	38439	6
FCGR2A_3572	FCGR2A	7	1	567	618	79	4190	215	14	0
MEN1_6752	MEN1	35	42	3234	883	1594	1031	1995	409	4
RPL4_9376	RPL4	36	2	296	1	5	4	54	0	0
MGAM_6887	MGAM	13	0	884	642	0	0	216	1	0
KCNC1_5633	KCNC1	27	4	1552	888	1278	6	9	214	1
ASH2L_878	ASH2L	5	56	1789	1094	141	6	29	0	5
PTGER1_8935	PTGER1	20	0	523	250	368	0	0	1	4
KCNK3_5759	KCNK3	26	100	294	208	2825	137	13	7	0
KCNB2_5622	KCNB2	36	99	1063	605	217	128	117	0	58
HTR2B_4905	HTR2B	17	1	653	563	2310	53	7	0	0
KCNK2_5757	KCNK2	24	1	1133	649	575	475	2	0	0
LEF1_6350	LEF1	12	13	676	758	211	14	960	0	116
UBE2A_11745	UBE2A	2	0	1098	781	42	3820	5	2349	48
SQLE_10417	SQLE	11	32	1033	114	2176	3907	20	1	231
YEATS4_12222	YEATS4	23	0	532	123	51	9	48	20	0
KCNQ3_5818	KCNQ3	23	13	2165	1406	182	13	612	3	179
METAP2_6816	METAP2	30	1	1267	4	20	0	1	0	2
KDR_6105	KDR	20	0	623	345	0	22	0	119	23
PRMT6_8760	PRMT6	41	29	1754	664	918	202	22	0	4
CCND1_1897	CCND1	8	2	124	33	36	0	0	0	0
PARP3_7942	PARP3	49	48	1155	474	0	30	2030	7	81
ATIC_924	ATIC	37	3	2098	1156	1904	234	1472	2	2
TAF6L_10737	TAF6L	51	75	892	1071	133	32	28	799	1
MAVS_6657	MAVS	29	36	4069	1932	39	27	1110	12	78
JADE2_5356	JADE2	11	0	175	243	10	1	0	0	0
ADORA2A_289	ADORA2A	20	19	1020	1045	65	136	91	36	1
CA14_1556	CA14	24	5	2386	1326	20	6	739	3	116
PKN1_8257	PKN1	21	0	931	623	6	99	0	170	3
EED_3077	EED	1	18	1219	674	367	207	204	2801	76
IFNG_5029	IFNG	37	0	949	353	28	50	43	0	2
TUBB_11605	TUBB	7	1	124	1	4	0	2	0	1
MMP1_6936	MMP1	14	0	188	6	0	1	0	0	1
NPR1_7545	NPR1	15	1	205	307	1	403	0	51	0
CCND1_1902	CCND1	11	40	991	517	43	28	30	37659	36
CHD1_2242	CHD1	28	0	730	645	2	0	0	0	20
SLC6A2_10245	SLC6A2	28	54	709	443	0	2	0	8	4
SATB1_9617	SATB1	64	34	403	428	13	6	783	2	38
CACNB1_1714	CACNB1	18	1	934	786	8	3	0	14	1
MMP15_6988	MMP15	29	87	699	408	0	0	11	10	0
AR_743	AR	90	45	492	505	0	3	36	0	14
HTR1A_4855	HTR1A	23	4	294	132	33	0	0	0	0
